44.632692,-123.0782565,2148+Santiam+Hwy+SE,+Albany,+OR+97320,44.633443,-123.079565,0.133,44.632718,-123.078255,0.003,0.9
46.0353717,-123.9131544,4030+US-101,+Gearhart,+OR+97138,46.026314,-123.911990,1.011,46.026314,-123.91199,1.011,0.8
42.376713,-122.9067085,1205+Plaza+Blvd,+Central+Point,+OR+97502,42.376666,-122.907219,0.042,42.377048,-122.906715,0.037,0.9
43.7990611,-123.0385252,2715+Row+River+Rd,+Cottage+Grove,+OR+97424,43.798872,-123.038939,0.039,43.798452,-123.038848,0.073,0.8
45.4600318,-122.7792567,8200+SW+Scholls+Ferry+Rd,+Beaverton,+OR+97008,45.458484,-122.776827,0.256,45.42675,-122.850953,6.707,0.9
45.7185005,-123.9384172,114+Laneda+Ave,+Manzanita,+OR+97130,45.718516,-123.939085,0.052,45.718322,-123.938476,0.020,0.9
45.4402912,-122.7506268,11571+SW+Pacific+Hwy,+Tigard,+OR+97223,45.440788,-122.751688,0.100,45.440298,-122.750579,0.004,1
44.9980016,-123.0266565,5069+River+Rd+N,+Keizer,+OR+97303,44.997957,-123.026637,0.005,44.99793,-123.02664,0.008,0.9
45.9821083,-123.926169,1815+S+Roosevelt+Dr,+Seaside,+OR+97138,45.981490,-123.926302,0.070,45.982012,-123.925577,0.047,0.9
44.896753,-123.037017,4120+Commercial+St+SE,+Salem,+OR+97302,44.895648,-123.036964,0.123,44.896737,-123.036765,0.020,0.9
45.5529927,-122.5371744,4242+NE+122nd+Ave,+Portland,+OR+97230,45.553163,-122.536205,0.078,45.556497,-122.537502,0.390,0.9
44.6218761,-121.1310426,992+US-97,+Madras,+OR+97741,44.6079210000,-121.138656,1.665,44.6335,-121.1295,1.298,0.8
45.4850221,-122.6087386,5222+SE+52nd+Ave,+Portland,+OR+97206,45.485161,-122.608582,0.020,45.484892,-122.60858,0.019,0.9
45.4894729,-122.7990409,4105+SW+117th+Ave,+Beaverton,+OR+97005,45.489754,-122.799037,0.031,45.490095,-122.797772,0.121,0.9
42.1972381,-122.7159046,18+Calle+Guanajuato,+Ashland,+OR+97520,42.197035,-122.716077,0.027,42.19744,-122.715809,0.024,1
45.5121996,-122.6429383,2221+SE+Hawthorne+Blvd,+Portland,+OR+97214,45.512353,-122.642821,0.019,45.512078,-122.643384,0.037,0.9
45.5017056,-122.5786872,2850+SE+82nd+Ave,+Portland,+OR+97266,45.501643,-122.576861,0.142,45.501652,-122.576761,0.150,0.9
44.0502652,-123.1606942,4070+Stewart+Rd,+Eugene,+OR+97402,44.049963,-123.160673,0.034,44.049815,-123.160408,0.055,1
46.0241527,-123.9203498,601+Pacific+Way,+Gearhart,+OR+97138,46.024157,-123.920472,0.009,46.023925,-123.920073,0.033,0.9
46.0393528,-123.9160409,2287+Pine+Ridge+Dr,+Seaside,+OR+97138,46.037031,-123.915967,0.258,46.037031,-123.915967,0.258,0.9
44.913326,-123.044758,2910+Commercial+St+SE,+Salem,+OR+97302,44.913087,-123.045190,0.043,44.912825,-123.044338,0.065,0.9
45.5628637,-122.6894311,2201+N+Killingsworth+St,+Portland,+OR+97217,45.562717,-122.689471,0.017,45.562942,-122.689495,0.010,0.9
42.0487402,-124.2583671,97953+Shopping+Center+Ave,+Brookings,+OR+97415,42.049620,-124.260020,0.168,42.048767,-124.258365,0.003,0.9
45.4350768,-122.5723561,12190+SE+82nd+Ave,+Happy+Valley,+OR+97086,45.434801,-122.579196,0.535,45.435101,-122.57224,0.009,0.9
45.4775402,-122.6724202,6439+SW+Macadam+Ave,+Portland,+OR+97239,45.477459,-122.672449,0.009,45.477463,-122.672389,0.009,0.9
44.6424355,-123.0642141,3232+Pacific+Blvd+SE,+Albany,+OR+97321,44.644389,-123.063674,0.221,44.622924,-123.110717,4.272,0.9
44.567503,-123.272534,1425+NW+Monroe+Ave,+Corvallis,+OR+97330,44.568519,-123.277626,0.419,44.567576,-123.272474,0.009,0.8
43.7028231,-124.1055568,930+US-101,+Reedsport,+OR+97467,43.697050,-124.114718,0.977,44.96061,-124.014438,140.040,0.8
43.9771061,-124.1019997,1179+US-101,+Florence,+OR+97439,43.977180,-124.101503,0.041,43.977159,-124.101461,0.044,0.8
42.393091,-122.9368319,Central+Point,+OR,42.3759600000,-122.9164300000,2.537,42.3768,-122.9127,2.685,0.8
44.263395,-121.175894,1368+S+Hwy+97,+Redmond,+OR+97756,44.263875,-121.176359,0.065,44.263562,-121.175525,0.035,0.8
44.05142,-123.092572,767+Willamette+St+,+Eugene,+OR+97401,44.051435,-123.092520,0.004,44.051388,-123.092738,0.014,1
44.0798241,-123.1213966,1060+River+Rd,+Eugene,+OR+97404,44.079712,-123.121936,0.045,44.079709,-123.121941,0.045,1
45.4195134,-122.6635244,37+SW+A+Ave,+Lake+Oswego,+OR+97034,45.419549,-122.663816,0.023,45.419274,-122.663426,0.028,1
44.850694,-123.2296219,564+Powell+St+E,+Monmouth,+OR+97361,44.850695,-123.230139,0.041,44.850854,-123.229769,0.021,0.9
44.2497855,-121.1867852,2905+US-97+,+Redmond,+OR+97756,44.285518,-121.174005,4.101,44.2726,-121.1739,2.736,0.8
44.0791797,-123.0424546,1010+Postal+Way,+Springfield,+OR+97477,44.079224,-123.042560,0.010,44.079082,-123.042614,0.017,1
45.5194241,-122.6367641,2821+SE+Stark+St,+Portland,+OR+97214,45.519532,-122.636616,0.017,45.519538,-122.636617,0.017,0.9
42.0528534,-124.2801337,541+Chetco+Ave++1,+Brookings,+OR+97415,42.052845,-124.280619,0.040,42.052741,-124.280099,0.013,0.8
45.5204748,-122.6760143,417+SW+4th+Ave,+Portland,+OR+97204,45.520345,-122.675949,0.015,45.520417,-122.675534,0.038,0.9
44.0596486,-122.9909105,2327+Olympic+St,+Springfield,+OR+97477,44.059416,-122.991321,0.042,44.059421,-122.990958,0.026,1
45.5366714,-122.7051016,2606+NW+Vaughn+St,+Portland,+OR+97210,45.536582,-122.705187,0.012,45.536805,-122.705005,0.017,0.9
45.4356307,-122.5757205,12000+SE+82nd+Ave,+Happy+Valley,+OR+97086,45.435798,-122.579173,0.270,45.436145,-122.573626,0.173,0.9
45.4641359,-122.6467913,1710+SE+Tacoma+St,+Portland,+OR+97202,45.464099,-122.646681,0.010,45.464104,-122.646622,0.014,0.9
45.3799367,-122.7633749,8489+SW+Warm+Springs+St,+Tualatin,+OR+97062,45.379844,-122.763535,0.016,45.379911,-122.763229,0.012,1
